DEP;DIR;CODECOM;CODEVOIE;LIBVOIE;TYPEVOIE;CODE_MAJIC;LIBCOM;CODE_POSTAL;DATE_CREATION
73;0;008;1305;RUE DU MARGERIAZ;1;;AIX LES BAINS;73100;19870101
73;0;008;1307;RUE MARGUERITE DURAS;1;;AIX LES BAINS;73100;20180625
73;0;008;1310;AV MARIE DE SOLMS;1;;AIX LES BAINS;73100;19870101
73;0;008;1315;PAS MARK TWAIN;1;;AIX LES BAINS;73100;20180625
73;0;008;1320;AV DE MARLIOZ;1;;AIX LES BAINS;73100;19870101
73;0;008;1330;MTE DE MARLIOZ;1;;AIX LES BAINS;73100;19870101
73;0;008;1340;CHE DES MARMILLONS;1;;AIX LES BAINS;73100;19870101
73;0;008;1345;RUE DES MARMOTTES;1;;AIX LES BAINS;73100;19901224
73;0;008;1350;RUE DU MAROC;1;;AIX LES BAINS;73100;19870101
73;0;008;1352;RUE DES MARQUISATS;1;;AIX LES BAINS;73100;19870101
73;0;008;1355;CHE DES MARRONNIERS;1;;AIX LES BAINS;73100;19870101
73;0;008;1356;RUE MARYSE BASTIE;1;;AIX LES BAINS;73100;19870101
73;0;008;1357;CHE DES MARTYRS DES CHARME;1;;AIX LES BAINS;73100;19870101
73;0;008;1358;RUE MASSENET;1;;AIX LES BAINS;73100;19870101
73;0;008;1360;CHE DES MASSONNAT;1;;AIX LES BAINS;73100;19870101
73;0;008;1364;CHE DES MARTINETS;1;;AIX LES BAINS;73100;20000727
73;0;008;1370;PL MAURICE MOLLARD;1;;AIX LES BAINS;73100;19870101
73;0;008;1372;RUE MAURICE RAVEL;1;;AIX LES BAINS;73100;19870101
73;0;008;1380;CHE DE MEMARS;1;;AIX LES BAINS;73100;19870101
73;0;008;1387;CHE DES MERLES;1;;AIX LES BAINS;73100;19870101
73;0;008;1390;CHE DES MERMET;1;;AIX LES BAINS;73100;19870101
73;0;008;1391;IMP DES MERMET;1;;AIX LES BAINS;73100;19950227
73;0;008;1392;CHE DES MESANGES;1;;AIX LES BAINS;73100;19870101
73;0;008;1394;RUE MICHEL BOUTRON;1;;AIX LES BAINS;73100;19900927
73;0;008;1395;CHE DES MIMOSAS;1;;AIX LES BAINS;73100;19870101
73;0;008;1398;ALL MIRABEAU;1;;AIX LES BAINS;73100;19870101
73;0;008;1400;CHE DES MOELLERONS;1;;AIX LES BAINS;73100;19870101
73;0;008;1404;RUE MOLIERE;1;;AIX LES BAINS;73100;19871002
73;0;008;1405;IMP DU MONT CHARVET;1;;AIX LES BAINS;73100;19890328
73;0;008;1408;CHE DU MONT CENIS;1;;AIX LES BAINS;73100;20030825
73;0;008;1410;RUE DU MONT GRANIER;1;;AIX LES BAINS;73100;19870101
73;0;008;1412;RUE MONTAIGNE;1;;AIX LES BAINS;73100;19870101
73;0;008;1413;IMP DU MONT BLANC;1;;AIX LES BAINS;73100;19870101
73;0;008;1415;RUE MONTESQUIEU;1;;AIX LES BAINS;73100;19870101
73;0;008;1420;CHE DE MORGERAN;1;;AIX LES BAINS;73100;19870101
73;0;008;1426;RUE DES MOUFLONS;1;;AIX LES BAINS;73100;19900827
73;0;008;1430;CHE DU MOULIN;1;;AIX LES BAINS;73100;19870101
73;0;008;1440;MTE DES MOULINS;1;;AIX LES BAINS;73100;19870101
73;0;008;1455;CHE DU MURGET;1;;AIX LES BAINS;73100;19870101
73;0;008;1460;IMP DU MURGET;1;;AIX LES BAINS;73100;19870101
73;0;008;1465;CHE DU NIVOLET;1;;AIX LES BAINS;73100;19870101
73;0;008;1467;IMP DES NONETTES;1;;AIX LES BAINS;73100;20130826
73;0;008;1470;CHE DE N.D. DES NEIGES;1;;AIX LES BAINS;73100;19870101
73;0;008;1474;CHE NUNGESSER;1;;AIX LES BAINS;73100;19870101
73;0;008;1477;RUE D OFFENBACH;1;;AIX LES BAINS;73100;19870101
73;0;008;1478;RUE OLYMPE DE GOUGES;1;;AIX LES BAINS;73100;20150224
73;0;008;1490;CHE DES PACOTS;1;;AIX LES BAINS;73100;19870101
73;0;008;1491;PAS DES PACOTS;1;;AIX LES BAINS;73100;20020222
73;0;008;1500;RUE DE LA PAIX;1;;AIX LES BAINS;73100;19870101
73;0;008;1510;BD DE PARIS;1;;AIX LES BAINS;73100;19870101
73;0;008;1520;RUE PASTEUR;1;;AIX LES BAINS;73100;19870101
73;0;008;1523;RUE PAUL BONNA;1;;AIX LES BAINS;73100;19870101
73;0;008;1525;CHE PAUL CEZANNE;1;;AIX LES BAINS;73100;19870101
73;0;008;1530;RUE PAUL DOUMER;1;;AIX LES BAINS;73100;19870101
73;0;008;1535;IMP PAUL GAUGUIN;1;;AIX LES BAINS;73100;19870101
73;0;008;1540;RUE PAUL VERLAINE;1;;AIX LES BAINS;73100;19870101
73;0;008;1543;RUE PAULINE BORGHESE;1;;AIX LES BAINS;73100;19870101
73;0;008;1550;CHE DU PECHEUR;1;;AIX LES BAINS;73100;19870101
73;0;008;1556;RUE DES PELICANS;1;;AIX LES BAINS;73100;19870101
73;0;008;1560;RUE PELLEGRINI;1;;AIX LES BAINS;73100;19870101
73;0;008;1563;CHE DES PENSEES;1;;AIX LES BAINS;73100;19961029
73;0;008;1565;CHE DES PERDRIX;1;;AIX LES BAINS;73100;19870101
73;0;008;1570;BD PERIN;1;;AIX LES BAINS;73100;19870101
73;0;008;1573;CHE DU PERTUISET;1;;AIX LES BAINS;73100;20180625
73;0;008;1575;IMP DU PETIT CHANTEMERLE;1;;AIX LES BAINS;73100;19870101
73;0;008;1578;RUE DES PETITS PAINS;1;;AIX LES BAINS;73100;19870101
73;0;008;1580;AV DU PETIT PORT;1;;AIX LES BAINS;73100;19870101
73;0;008;1590;ESP DU PET PORT;1;;AIX LES BAINS;73100;19870101
73;0;008;1592;CHE DES PEUPLIERS;1;;AIX LES BAINS;73100;20000623
73;0;008;1595;CHE DU PIC VERT;1;;AIX LES BAINS;73100;19870101
73;0;008;1600;BD PIERPONT MORGAN;1;;AIX LES BAINS;73100;19870101
73;0;008;1610;PAS PIERPONT MORGAN;1;;AIX LES BAINS;73100;19870101
73;0;008;1620;RUE PIERRE BRACHET;1;;AIX LES BAINS;73100;19870101
73;0;008;1630;RUE PIERRE CURIE;1;;AIX LES BAINS;73100;19870101
73;0;008;1632;AV PIERRE DE COUBERTIN;1;;AIX LES BAINS;73100;20090825
73;0;008;1635;RUE PIERRE FAVRE;1;;AIX LES BAINS;73100;19870101
73;0;008;1640;CHE PIERRE MORTE;1;;AIX LES BAINS;73100;19870101
73;0;008;1650;CHE DES PINCHINS;1;;AIX LES BAINS;73100;19870101
73;0;008;1655;CHE DES PINSONS;1;;AIX LES BAINS;73100;19870101
73;0;008;1660;AV DE LA PLAGE;1;;AIX LES BAINS;73100;19870101
73;0;008;1670;CHE DE LA PLAINE;1;;AIX LES BAINS;73100;19870101
73;0;008;1680;CHE DES PLANTEES;1;;AIX LES BAINS;73100;19870101
73;0;008;1690;CHE DES PLONGES;1;;AIX LES BAINS;73100;19870101
73;0;008;1695;CHE DE POMONE;1;;AIX LES BAINS;73100;19870101
73;0;008;1700;BD DU PORT AUX FILLES;1;;AIX LES BAINS;73100;19870101
73;0;008;1730;IMP DU PRE PRIEURE;1;;AIX LES BAINS;73100;19870101
73;0;008;1733;PAS DU PRE DALPHIN;1;;AIX LES BAINS;73100;20080321
73;0;008;1740;CHE DES PRES DE LA TOUR;1;;AIX LES BAINS;73100;19870101
73;0;008;1750;PL PDT EDOUARD HERRIOT;1;;AIX LES BAINS;73100;19870101
73;0;008;1751;RUE PRCE MICHEL DE KASPOUT;1;;AIX LES BAINS;73100;20080321
73;0;008;1752;ALL PROMENADE DES BORDS DU;1;;AIX LES BAINS;73100;20080321
73;0;008;1770;BD PDT WILSON;1;;AIX LES BAINS;73100;19870101
73;0;008;1774;IMP DES PRES FLEURIS;1;;AIX LES BAINS;73100;19871002
73;0;008;1779;ALL DES PRES RIANTS;1;;AIX LES BAINS;73100;19870225
73;0;008;1780;RUE DES PRES RIANTS;1;;AIX LES BAINS;73100;19870101
73;0;008;1781;PL DES PRES RIANTS;1;;AIX LES BAINS;73100;19960327
73;0;008;1785;CHE DES PRIMEVERES;1;;AIX LES BAINS;73100;19870101
73;0;008;1790;RUE DU PRINTEMPS;1;;AIX LES BAINS;73100;19870101
73;0;008;1794;RUE PROFESSEUR BICHAT;1;;AIX LES BAINS;73100;19870101
73;0;008;1800;CHE DE PUER;1;;AIX LES BAINS;73100;19870101
73;0;008;1810;PL DE PUER;1;;AIX LES BAINS;73100;19870101
73;0;008;1820;RTE DE PUGNY;1;;AIX LES BAINS;73100;19870101
73;0;008;1829;IMP DU PUITS D'ENFER;1;;AIX LES BAINS;73100;19961029
73;0;008;1830;RUE DU PUITS D ENFER;1;;AIX LES BAINS;73100;19870101
73;0;008;1836;RUE RABELAIS;1;;AIX LES BAINS;73100;19870101
73;0;008;1840;MTE RABUT;1;;AIX LES BAINS;73100;19870101
73;0;008;1850;CHE DE LA RAMAUDE;1;;AIX LES BAINS;73100;19870101
73;0;008;1852;RUE RAYMOND CASTEL;1;;AIX LES BAINS;73100;20080321
73;0;008;1853;CHE DU RENARD;1;;AIX LES BAINS;73100;19870101
73;0;008;1855;RUE RENE DUFOUR;1;;AIX LES BAINS;73100;19870101
73;0;008;1860;CHE DU REPOSOIR;1;;AIX LES BAINS;73100;19870101
73;0;008;1870;RUE DE LA REPUBLIQUE;1;;AIX LES BAINS;73100;19870101
73;0;008;1873;CHE DES RESERVOIRS;1;;AIX LES BAINS;73100;19870101
73;0;008;1874;RES DES VIGNES;1;;AIX LES BAINS;73100;19870101
73;0;008;1875;CHE DE LA RETOURDE;1;;AIX LES BAINS;73100;19870101
73;0;008;1876;IMP DE LA RETOURDE;1;;AIX LES BAINS;73100;19870101
73;0;008;1880;PL DU REVARD;1;;AIX LES BAINS;73100;19870101
73;0;008;1890;RTE DU REVARD;1;;AIX LES BAINS;73100;19870101
73;0;008;1900;RLE DU REVET;1;;AIX LES BAINS;73100;19870101
73;0;008;1905;AUT RHONE ALPES;1;;AIX LES BAINS;73100;19911226
73;0;008;1910;BD ROBERT BARRIER;1;;AIX LES BAINS;73100;19870101
73;0;008;1913;PAS ROBERT DOISNEAU;1;;AIX LES BAINS;73100;20080321
73;0;008;1915;PLA ROBERT GACHET;1;;AIX LES BAINS;73100;20220824
73;0;008;1920;BD DE LA ROCHE DU ROI;1;;AIX LES BAINS;73100;19870101
73;0;008;1921;TRAB ROGER BACHELARD;1;;AIX LES BAINS;73100;20180625
73;0;008;1922;RUE ROGER PICHIO;1;;AIX LES BAINS;73100;19910327
73;0;008;1925;CHE DES ROMANES;1;;AIX LES BAINS;73100;19870101
73;0;008;1930;PL DU RONDEAU;1;;AIX LES BAINS;73100;19870101
73;0;008;1935;RUE RONSARD;1;;AIX LES BAINS;73100;19870101
73;0;008;1940;CHE DE LA ROSELIERE;1;;AIX LES BAINS;73100;19870101
73;0;008;1945;CHE DU ROSSIGNOL;1;;AIX LES BAINS;73100;19870101
73;0;008;1950;PAS ROSSIGNOLI;1;;AIX LES BAINS;73100;19870101
73;0;008;1954;CHE DES ROUGES GORGES;1;;AIX LES BAINS;73100;20010724
73;0;008;1960;RTE ROYALE;1;;AIX LES BAINS;73100;19870101
73;0;008;1965;RUE RUDYARD KIPLING;1;;AIX LES BAINS;73100;20180625
73;0;008;1970;BD DE RUSSIE;1;;AIX LES BAINS;73100;19870101
73;0;008;1972;ALL SARAH BERNHARDT;1;;AIX LES BAINS;73100;20120223
73;0;008;1980;RUE ST ELOI;1;;AIX LES BAINS;73100;19870101
73;0;008;1984;CHE SAINT EXUPERY;1;;AIX LES BAINS;73100;19870101
73;0;008;1987;CHE SAINT FRANCOIS;1;;AIX LES BAINS;73100;19870101
73;0;008;1990;RTE DE ST INNOCENT;1;;AIX LES BAINS;73100;19870101
73;0;008;1995;RUE SAINT MARTIN;1;;AIX LES BAINS;73100;19870101
73;0;008;1997;CHE SAINT MICHEL;1;;AIX LES BAINS;73100;20070625
73;0;008;2000;CHE DE ST POL;1;;AIX LES BAINS;73100;19870101
73;0;008;2005;PAS SEBASTIEN LUBINI;1;;AIX LES BAINS;73100;20080321
73;0;008;2010;PL ST SIGISMOND;1;;AIX LES BAINS;73100;19870101
73;0;008;2020;AV DE ST SIMOND;1;;AIX LES BAINS;73100;19870101
73;0;008;2030;CHE DE ST SIMOND;1;;AIX LES BAINS;73100;19870101
73;0;008;2032;ALL SAINTE ROSE;1;;AIX LES BAINS;73100;20011127
73;0;008;2035;CHE DE LA SARADEINE;1;;AIX LES BAINS;73100;19870101
73;0;008;2040;RUE DE SAVOIE;1;;AIX LES BAINS;73100;19870101
73;0;008;2043;CHE DU SEMNOZ;1;;AIX LES BAINS;73100;19870101
73;0;008;2045;CHE DE LA SERVE;1;;AIX LES BAINS;73100;19870101
73;0;008;2050;PROM DU SIERROZ;1;;AIX LES BAINS;73100;19870101
73;0;008;2055;RUE SIMONE DE BEAUVOIR;1;;AIX LES BAINS;73100;20140926
73;0;008;2056;RUE SIMONE VEIL;1;;AIX LES BAINS;73100;20120827
73;0;008;2060;CHE DES SIMONS;1;;AIX LES BAINS;73100;19870101
73;0;008;2070;RUE SIR ALFRED GARROD;1;;AIX LES BAINS;73100;19870101
73;0;008;2075;CHE DU SOLITAIRE;1;;AIX LES BAINS;73100;19870101
73;0;008;2080;RUE SOMMEILLER;1;;AIX LES BAINS;73100;19870101
73;0;008;2090;CHE DE SOSSE LIEVRE;1;;AIX LES BAINS;73100;19870101
73;0;008;2100;CHE DES SOURCES ST SIMOND;1;;AIX LES BAINS;73100;19870101
73;0;008;2110;CHE SOUS LE BOIS;1;;AIX LES BAINS;73100;19870101
73;0;008;2115;IMP SOUS ROSERAIE;1;;AIX LES BAINS;73100;19870101
73;0;008;2120;RUE TALMA;1;;AIX LES BAINS;73100;19870101
73;0;008;2123;RUE DE LA TARENTAISE;1;;AIX LES BAINS;73100;19900827
73;0;008;2130;RUE DU TEMPLE;1;;AIX LES BAINS;73100;19870101
73;0;008;2140;SQ DU TEMPLE DE DIANE;1;;AIX LES BAINS;73100;19870101
73;0;008;2150;CHE DES TEPPES;1;;AIX LES BAINS;73100;19870101
73;0;008;2160;MTE DE LA TERRASSE;1;;AIX LES BAINS;73100;19870101
73;0;008;2163;ALL DES TERROIRS;1;;AIX LES BAINS;73100;20010625
73;0;008;2180;PL DES THERMES;1;;AIX LES BAINS;73100;19870101
73;0;008;2183;RUE DU TILLET;1;;AIX LES BAINS;73100;19910327
73;0;008;2184;CHE DES TILLEULS;1;;AIX LES BAINS;73100;19871002
73;0;008;2190;CHE DU TIR AUX PIGEONS;1;;AIX LES BAINS;73100;19870101
73;0;008;2196;RUE TOM MOREL;1;;AIX LES BAINS;73100;20180625
73;0;008;2200;RUE TONY REVILLON;1;;AIX LES BAINS;73100;19870101
73;0;008;2213;CHE DES TOURTERELLES;1;;AIX LES BAINS;73100;19870101
73;0;008;2214;IMP DES TOURELLES;1;;AIX LES BAINS;73100;20010323
73;0;008;2215;MTE DES TOURELLES;1;;AIX LES BAINS;73100;19870101
73;0;008;2220;CHE DES TOUVIERES;1;;AIX LES BAINS;73100;19870101
73;0;008;2225;IMP DES TREILLES;1;;AIX LES BAINS;73100;20040728
73;0;008;2230;AV DE TRESSERVE;1;;AIX LES BAINS;73100;19870101
73;0;008;2240;RUE DE TUNIS;1;;AIX LES BAINS;73100;19870101
73;0;008;2247;CHE DE LA VANOISE;1;;AIX LES BAINS;73100;19870101
73;0;008;2250;RUE VAUGELAS;1;;AIX LES BAINS;73100;19870101
73;0;008;2255;IMP DES VERNETTES;1;;AIX LES BAINS;73100;19870101
73;0;008;2257;CHE DU VERCORS;1;;AIX LES BAINS;73100;19870101
73;0;008;2260;AV DE VERDUN;1;;AIX LES BAINS;73100;19870101
73;0;008;2264;CHE DES VERNETTES;1;;AIX LES BAINS;73100;20120827
73;0;008;2267;IMP DES VERRIERS;1;;AIX LES BAINS;73100;20090224
73;0;008;2269;CHE DE LA VIA DESSOUS;1;;AIX LES BAINS;73100;20180925
73;0;008;2270;CHE DE VIBORGNE;1;;AIX LES BAINS;73100;19870101
73;0;008;2280;RUE VICTOR AMEDEE 3;1;;AIX LES BAINS;73100;19870101
73;0;008;2290;RUE VICTOR HUGO;1;;AIX LES BAINS;73100;19870101
73;0;008;2300;AV VICTORIA;1;;AIX LES BAINS;73100;19870101
73;0;008;2305;CHE VIDAL;1;;AIX LES BAINS;73100;19870101
73;0;008;2307;ALL DU VIEUX PUITS;1;;AIX LES BAINS;73100;20000426
73;0;008;2308;CHE DU VIEUX PUITS;1;;AIX LES BAINS;73100;20001226
73;0;008;2309;RUE DE LA VIGIE;1;;AIX LES BAINS;73100;20121224
73;0;008;2310;MTE DES VIGNES;1;;AIX LES BAINS;73100;19870101
73;0;008;2311;CHE DES VIGNOBLES;1;;AIX LES BAINS;73100;19870101
73;0;008;2313;CHE VILLON;1;;AIX LES BAINS;73100;19870101
73;0;008;2315;CHE DES VIOLETTES;1;;AIX LES BAINS;73100;19870101
73;0;008;2316;RUE DE VINCENNES;1;;AIX LES BAINS;73100;19870101
73;0;008;2317;RUE VINCENT DINDY;1;;AIX LES BAINS;73100;19870101
73;0;008;2400;RUE VOLTAIRE;1;;AIX LES BAINS;73100;19870101
73;0;008;2410;IMP DES CEPAGES;1;;AIX LES BAINS;73100;20221024
73;0;008;2500;PL PHILIPPE CERBONESCHI DI;1;;AIX LES BAINS;73100;20230524
73;0;008;2600;RUE ALBERT SCHWEITZER;1;;AIX LES BAINS;73100;20230524
73;0;008;2601;CHE DE COTEFORT;1;;AIX LES BAINS;73100;20230524
73;0;008;2602;CHE DOPPET;1;;AIX LES BAINS;73100;20230524
73;0;008;2603;CHE DES GRILLONS;1;;AIX LES BAINS;73100;20230524
73;0;008;2604;CHE DES MURIERS;1;;AIX LES BAINS;73100;20230524
73;0;008;2605;RUE DE LA PLAINE;1;;AIX LES BAINS;73100;20230524
73;0;008;4100;RUE MAURICE NOVARINA;1;;AIX LES BAINS;73100;20211223
73;0;008;A069;IMM L AUSTER;2;;AIX LES BAINS;73100;19870101
73;0;008;A072;IMM LE BLIZZARD;2;;AIX LES BAINS;73100;19870101
73;0;008;A079;LE GRAND PORT;2;;AIX LES BAINS;73100;19911029
73;0;008;A088;IMM LE LEVANT;2;;AIX LES BAINS;73100;19870101
73;0;008;A090;IMM LA LOMBARDE;2;;AIX LES BAINS;73100;19870101
73;0;008;A095;IMM LA MOUSSON;2;;AIX LES BAINS;73100;19870101
73;0;008;A100;IMM LE NORIOT;2;;AIX LES BAINS;73100;19870101
73;0;008;A103;PETIT PORT;2;;AIX LES BAINS;73100;19911029
73;0;008;A106;IMM LE PONANT;2;;AIX LES BAINS;73100;19870101
73;0;008;A110;PORT DE MEMART;2;;AIX LES BAINS;73100;19911029
73;0;008;A113;PORT DU TILLET;2;;AIX LES BAINS;73100;19911029
73;0;008;A118;IMM LE SIROCCO;2;;AIX LES BAINS;73100;19870101
73;0;008;A122;IMM LE SUROIT;2;;AIX LES BAINS;73100;19870101
73;0;008;B001;LES BAUCHES;3;;AIX LES BAINS;73100;19870101
73;0;008;B002;EN BERGERIE;3;;AIX LES BAINS;73100;19870101
73;0;008;B003;BOIS BRULE;3;;AIX LES BAINS;73100;19870101
73;0;008;B004;CHAMPS PLATS;3;;AIX LES BAINS;73100;19870101
73;0;008;B005;CHANTEMERLE;3;;AIX LES BAINS;73100;19870101
73;0;008;B006;LE CHATELARD;3;;AIX LES BAINS;73100;19870101
73;0;008;B007;CHEVALINE;3;;AIX LES BAINS;73100;19870101
73;0;008;B008;CLOS FLEURY;3;;AIX LES BAINS;73100;19870101
73;0;008;B009;CORSUET;3;;AIX LES BAINS;73100;19870101
73;0;008;B010;COTE FORT;3;;AIX LES BAINS;73100;19870101
73;0;008;B011;LES COTES SIMONS;3;;AIX LES BAINS;73100;19870101
73;0;008;B012;LA CULAZ;3;;AIX LES BAINS;73100;19870101
73;0;008;B013;LES FIEUX;3;;AIX LES BAINS;73100;19870101
73;0;008;B015;LES GRANGES D AIX;3;;AIX LES BAINS;73100;19870101
73;0;008;B016;LES HAUTINS;3;;AIX LES BAINS;73100;19870101
73;0;008;B017;LES MASSONNAT;3;;AIX LES BAINS;73100;19870101
73;0;008;B018;MEMARD;3;;AIX LES BAINS;73100;19870101
73;0;008;B019;LES MOLLIERES;3;;AIX LES BAINS;73100;19870101
73;0;008;B020;EN MORGERAN;3;;AIX LES BAINS;73100;19870101
73;0;008;B021;LES PLATES;3;;AIX LES BAINS;73100;19870101
73;0;008;B022;PRE GROSJEAN;3;;AIX LES BAINS;73100;19870101
73;0;008;B023;PRE MOLLARD;3;;AIX LES BAINS;73100;19870101
73;0;008;B024;PUER;3;;AIX LES BAINS;73100;19870101
73;0;008;B025;LES REPOSOIRS NORD;3;;AIX LES BAINS;73100;19870101
73;0;008;B026;LES REPOSOIRS SUD;3;;AIX LES BAINS;73100;19870101
73;0;008;B027;LES ROMAINS;3;;AIX LES BAINS;73100;19870101
73;0;008;B029;SOUS COTE FORT;3;;AIX LES BAINS;73100;19870101
73;0;008;B030;LE TILLET;3;;AIX LES BAINS;73100;19870101
73;0;008;B031;AUX TOUVIERES;3;;AIX LES BAINS;73100;19870101
73;0;008;B032;LES VIGNOBLES;3;;AIX LES BAINS;73100;19870101
73;0;008;B033;AUX GARGUES;3;;AIX LES BAINS;73100;19921204
73;0;008;B034;HAMEAU DE CHOUDY;3;;AIX LES BAINS;73100;20230524
73;0;008;B035;HAMEAU DE COTEFORT;3;;AIX LES BAINS;73100;20230524
73;0;008;X001;LE SIERROZ TORRENT;4;;AIX LES BAINS;73100;19901207
73;0;008;X002;RUIS DES MOULINS;4;;AIX LES BAINS;73100;19901207
73;0;008;X003;S N C F DE PARIS A MODANE;4;;AIX LES BAINS;73100;19901207
73;0;008;X004;CHE DE FER AIX ANNEMASSE;4;;AIX LES BAINS;73100;19870603
73;0;008;X999;LIMITE ADMINISTRATIVE;4;;AIX LES BAINS;73100;19901207
73;0;010;0002;IMP DES ACACIAS;1;;ENTRELACS;73410;20120326
73;0;010;0008;ALL DE BELLEVUE;1;;ENTRELACS;73410;20140728
73;0;010;0010;RUE BENOIT PERRET;1;;ENTRELACS;73410;19870225
73;0;010;0013;CHE DES BOIS ALBENS;1;;ENTRELACS;73410;20021021
73;0;010;0015;RUE DES CAVES;1;;ENTRELACS;73410;20020222
73;0;010;0020;RUE DE CENESELLI;1;;ENTRELACS;73410;19870225
73;0;010;0029;RTE DE LA CHAMBOTTE;1;;ENTRELACS;73410;20180524
73;0;010;0030;RUE DE LA CHAMBOTTE;1;;ENTRELACS;73410;19870225
73;0;010;0040;RUE DU COLLEGE;1;;ENTRELACS;73410;19870225
73;0;010;0041;PL DE LA GARE;1;;ENTRELACS;73410;19881201
73;0;010;0064;PL DE L EGLISE ALBENS;1;;ENTRELACS;73410;19870101
73;0;010;0070;RUE DU FONTANIL;1;;ENTRELACS;73410;19870225
73;0;010;0075;AV GENERAL DE GAULLE;1;;ENTRELACS;73410;19940627
73;0;010;0080;RUE DU GENERAL MOLLARD;1;;ENTRELACS;73410;19870225
73;0;010;0086;RUE DU HUIT MAI 1945;1;;ENTRELACS;73410;19870225
73;0;010;0092;RUE JOSEPH MICHAUD;1;;ENTRELACS;73410;19870225
73;0;010;0100;RUE DU LAVOIR;1;;ENTRELACS;73410;19870225
73;0;010;0101;RUE DU MARIET;1;;ENTRELACS;73410;20250310
73;0;010;0103;RUE DU PARMELAN;1;;ENTRELACS;73410;20250310
73;0;010;0104;CHE MARAIN;1;;ENTRELACS;73410;20080929
73;0;010;0106;RUE DES ARAVIS;1;;ENTRELACS;73410;20250310
73;0;010;0107;RUE PAUL VERLAINE;1;;ENTRELACS;73410;20110125
73;0;010;0110;RUE DU MONT BLANC;1;;ENTRELACS;73410;19870225
73;0;010;0111;RTE DE RUMILLY;1;;ENTRELACS;73410;19881201
73;0;010;0112;RTE DE SAINT GIROD;1;;ENTRELACS;73410;19881201
73;0;010;0113;RUE DES ALLOBROGES;1;;ENTRELACS;73410;20250310
73;0;010;0120;RUE DES QUARROZ;1;;ENTRELACS;73410;19870225
73;0;010;0122;RUE RENE CASSIN;1;;ENTRELACS;73410;19890622
73;0;010;0125;RUE DU REVARD;1;;ENTRELACS;73410;19870225
73;0;010;0129;RUE DE LA ROSERAIE;1;;ENTRELACS;73410;20021021
73;0;010;0132;RUE DU SAPENAY;1;;ENTRELACS;73410;19870225
73;0;010;0135;RUE DE SAVOIE;1;;ENTRELACS;73410;19900329
73;0;010;0200;IMP DE BELLEVUE;1;;ENTRELACS;73410;20230524
73;0;010;0201;IMP DES CABRIS;1;;ENTRELACS;73410;20230524
73;0;010;0202;IMP DU CHAMP NOUVEAU;1;;ENTRELACS;73410;20230524
73;0;010;0203;IMP DE LA CHOUETTE;1;;ENTRELACS;73410;20230524
73;0;010;0204;VOIE CALE 1 BIS DITE DES P;1;;ENTRELACS;73410;20230524
73;0;010;0205;CHE DES ESCARGOTS;1;;ENTRELACS;73410;20230524
73;0;010;0206;IMP DE LA FONTAINE;1;;ENTRELACS;73410;20230524
73;0;010;0207;CHE DU NOVELET;1;;ENTRELACS;73410;20230524
73;0;010;0208;IMP DES SARMENTS;1;;ENTRELACS;73410;20230524
73;0;010;1000;PROM DE L ALBENCHE;1;;ENTRELACS;73410;20110623
73;0;010;1015;CHE DE L ALBIRON;1;;ENTRELACS;73410;20110623
73;0;010;1030;RTE D ANSIGNY;1;;ENTRELACS;73410;20110623
73;0;010;1045;RUE DES ARTS;1;;ENTRELACS;73410;20110623
73;0;010;1050;MTE DE BACCHUS;1;;ENTRELACS;73410;20110623
73;0;010;1051;CHE DES BACHATS;1;;ENTRELACS;73410;20180524
73;0;010;1055;CHE DU BAFFRET;1;;ENTRELACS;73410;20180524
73;0;010;1060;CHE DU BASSIN;1;;ENTRELACS;73410;20120326
73;0;010;1065;CHE DE BALLENTRAND;1;;ENTRELACS;73410;20110623
73;0;010;1080;RUE BAUDELAIRE;1;;ENTRELACS;73410;20110623
73;0;010;1085;RTE DU BELVEDERE;1;;ENTRELACS;73410;20180524
73;0;010;1090;CHE DE LA BERGERIE;1;;ENTRELACS;73410;20180524
73;0;010;1092;CHE DU BIEF;1;;ENTRELACS;73410;20180524
73;0;010;1095;IMP DE LA BISE;1;;ENTRELACS;73410;20110623
73;0;010;1098;CHE DES BLACHES;1;;ENTRELACS;73410;20180524
73;0;010;1099;CHE DU BLANCHET;1;;ENTRELACS;73410;20180524
73;0;010;1100;CHE SOUS BOIS;1;;ENTRELACS;73410;20110623
73;0;010;1115;CHE DE LA BOISSONNI;1;;ENTRELACS;73410;20110623
73;0;010;1130;RTE DE LA BOTTIERE;1;;ENTRELACS;73410;20110623
73;0;010;1145;RTE DE BRAILLE;1;;ENTRELACS;73410;20110623
73;0;010;1160;CLOS LA BRUNETTE;1;;ENTRELACS;73410;20110623
73;0;010;1175;CHE BURNIER;1;;ENTRELACS;73410;20110623
73;0;010;1200;CHE DE LA CARRIERE;1;;ENTRELACS;73410;20110623
73;0;010;1210;PL CENTRE NANT CLAIR;1;;ENTRELACS;73410;20180524
73;0;010;1215;RTE DE CESSENS;1;;ENTRELACS;73410;20110623
73;0;010;1217;RTE DE CHAINAZ;1;;ENTRELACS;73410;20180524
73;0;010;1218;RTE DE CHAMBERAZ;1;;ENTRELACS;73410;20180524
73;0;010;1220;CHE DE LA CHALLIERE;1;;ENTRELACS;73410;20180524
73;0;010;1223;CHE DU CHAMP DU MANS;1;;ENTRELACS;73410;20180524
73;0;010;1228;CHE DE CHAMP MUET;1;;ENTRELACS;73410;20180524
